#HOT-1000 raw data (C) Hitachi High-Technologies Corporation. 2001-2016. All rights reserved 
#Raw data export format
#Ver 2.00
#
#Bluetooth Address,78:61:7C:34:25:8F
#
Device time,Headset time(sec),HbT change(left subtracted),HbT change(right subtracted),Estimated pulse rate,HbT change(left SD1cm),HbT change(left SD3cm),HbT change(right SD1cm),HbT change(right SD3cm),saturation(left SD1cm),saturation(left SD3cm),saturation(right SD1cm),saturation(right SD3cm),noise detection flag,Mark
2017/11/24 15:19:39.131, 1.4, 0.1399760120385284, -0.34132734500913636, 0.0, -0.40364695761382974, -0.4495592424106438, -1.305800034039045, -2.495461121553099, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:39.226, 1.5, 0.13616415064903922, -0.36699718336805043, 0.0, -0.4426715459607502, -0.5404485050821033, -1.334649735426693, -2.607113316745578, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:39.336, 1.6, 0.13173598282980276, -0.3900750904927292, 0.0, -0.505443978357063, -0.6654550161091892, -1.3758317050292725, -2.7265351810982903, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:39.431, 1.7, 0.12644287044650473, -0.411097785547364, 0.0, -0.48139390793813863, -0.617744730443174, -1.3918545067061534, -2.7931063526301676, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:39.526, 1.8, 0.12173788166135092, -0.43289522934663627, 0.0, -0.3667826962507754, -0.3997332197186614, -1.3543877836681846, -2.736722930220357, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:39.641, 1.9, 0.11876817554976697, -0.45699758151861924, 0.0, -0.37417732416994065, -0.40973822555825246, -1.338244271886323, -2.7497910369769443, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:39.782, 2.0, 0.11591300018379436, -0.48383523548877516, 0.0, -0.39138904512480455, -0.4445989245435018, -1.3310526129693876, -2.787352612064277, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:39.827, 2.1, 0.11315254810556864, -0.5111600350037706, 0.0, -0.4085417206087505, -0.4841443605415088, -1.3328514976802828, -2.8388994603585833, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:39.938, 2.2, 0.11013411984095295, -0.5364067409645077, 0.0, -0.44995486844307075, -0.5744127307811837, -1.338244271886323, -2.901187921632009, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:40.032, 2.3, 0.10625067067924866, -0.5604805843500565, 0.0, -0.4620702123886944, -0.6129485670058727, -1.3472193236589416, -2.9487939939524597, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:40.125, 2.4, 0.10269084228101973, -0.5834506765295852, 0.0, -0.34948591596702805, -0.40973822555825246, -1.300372134103056, -2.8687248577009576, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:40.238, 2.5, 0.10030714174870223, -0.6054430118602746, 0.0, -0.33709433589469207, -0.38217614123227595, -1.265857918944885, -2.830345138340436, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:40.334, 2.6, 0.09868481650271232, -0.6267279729719584, 0.0, -0.3544339618928589, -0.419723251342933, -1.2622109457707982, -2.8531242210197396, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:40.427, 2.7, 0.09681830457114843, -0.646991284030855, 0.0, -0.37171366311984944, -0.4594651396576901, -1.2676804084857483, -2.8786272516576785, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:40.538, 2.8, 0.09472678445059264, -0.6669198007448234, 0.0, -0.41098730637528647, -0.5428821872912599, -1.2876840721919434, -2.9334415743541147, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:40.633, 2.9, 0.09269017882870972, -0.686317861447948, 0.0, -0.4523802868753015, -0.6249303604224141, -1.3076080253803866, -2.986278551023351, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:40.726, 3.0, 0.09037899723452604, -0.7052958350561893, 0.0, -0.3667826962507754, -0.4644107384783127, -1.2695022339750244, -2.9096219972894066, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:40.839, 3.1, 0.08476423670251292, -0.751596136998904, 0.0, -0.2972336364927761, -0.32150805617514466, -1.2090287095583, -2.7844732569602297, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:40.932, 3.2, 0.07951140869542107, -0.7922282361712408, 0.0, -0.31221866269412324, -0.3418126526067198, -1.1850035293468921, -2.7468899634984005, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:41.025, 3.3, 0.07561185940075768, -0.8293063260095405, 0.0, -0.3271589128540353, -0.3771484887221819, -1.183150648095375, -2.743987205797133, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:41.139, 3.4, 0.07219123280628859, -0.8626462141631734, 0.0, -0.36431538803391916, -0.4445989245435018, -1.205340033625602, -2.7902303099854393, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:41.235, 3.5, 0.06746757151210438, -0.8947030661289667, 0.0, -0.40364695761382974, -0.5209362851974446, -1.234773525539259, -2.848861040428938, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:41.327, 3.6, 0.062231141454434154, -0.9249841031140679, 0.0, -0.44995486844307075, -0.6129485670058727, -1.271323395896451, -2.926447588040974, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:41.477, 3.7, 0.05702590789380982, -0.9554290565515507, 0.0, -0.3889338523428423, -0.5013476215529358, -1.2640347648681676, -2.902594589245732, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:41.539, 3.8, 0.052798412919777445, -0.9846217396888143, 0.0, -0.29473176003326973, -0.3062253137623996, -1.205340033625602, -2.7628250776671486, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:41.633, 3.9, 0.049498836968371034, -1.0127625800046982, 0.0, -0.29222863106985164, -0.29345391473691596, -1.183150648095375, -2.714866564367189, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:41.739, 4.0, 0.047771726906397305, -1.039838557634554, 0.0, -0.3022336369094427, -0.3087756836213167, -1.181297079955519, -2.714866564367189, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:41.833, 4.1, 0.04672420715011006, -1.0655202526889613, 0.0, -0.3072286423198669, -0.32150805617514466, -1.1794428244178574, -2.714866564367189, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:41.928, 4.2, 0.04558804430653874, -1.088902488470126, 0.0, -0.3296446200889247, -0.3645571952385649, -1.1961064206597785, -2.754139493549043, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:42.039, 4.3, 0.043984748060216565, -1.1100114084147181, 0.0, -0.379101007482638, -0.4718199766827289, -1.2402730677985612, -2.8531242210197396, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:42.136, 4.4, 0.04226008937855895, -1.1289104767498161, 0.0, -0.39384303290412603, -0.5209362851974446, -1.2876840721919434, -2.940425791162311, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:42.226, 4.5, 0.04222139633673536, -1.1461961688976947, 0.0, -0.2822035650547492, -0.3240506445848803, -1.271323395896451, -2.8814529086981264, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:42.340, 4.6, 0.04302616008147522, -1.162213698828641, 0.0, -0.25705260658975515, -0.24978551489314293, -1.2366073784848117, -2.7931063526301676, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:42.437, 4.7, 0.0446625715784152, -1.177767999159213, 0.0, -0.2746715525834662, -0.2755189736519874, -1.234773525539259, -2.785913141779396, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:42.528, 4.8, 0.046170872840762336, -1.1914395027410905, 0.0, -0.2972336364927761, -0.31896417415639355, -1.2494255506763432, -2.817486151398579, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:42.639, 4.9, 0.046975636585502197, -1.2026326258896312, 0.0, -0.3321290921897333, -0.38970815370355893, -1.271323395896451, -2.8658919964353764, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:42.776, 5.0, 0.04764139097587448, -1.2111820526312251, 0.0, -0.37171366311984944, -0.4644107384783127, -1.3039913886946717, -2.940425791162311, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:42.830, 5.1, 0.04775189976840857, -1.2178905591757359, 0.0, -0.42319732465304494, -0.5623091179958442, -1.3400405715284203, -3.0276011002728183, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:42.939, 5.2, 0.04727254623269664, -1.224408528400008, 0.0, -0.3987473981820857, -0.5184918950240962, -1.34542560166661, -3.0358247863372103, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:43.034, 5.3, 0.048582183409156536, -1.2309258065999589, 0.0, -0.31471180660017994, -0.3519341135528724, -1.302182088873952, -2.9292463566558924, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:43.129, 5.4, 0.050443408054369615, -1.2362164926291215, 0.0, -0.3097242750145526, -0.3342080884031864, -1.2913125193758526, -2.902594589245732, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:43.275, 5.5, 0.051137711801020204, -1.2410838045159105, 0.0, -0.3221837880654479, -0.37211577566517473, -1.2931257560231046, -2.920845346558526, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:43.333, 5.6, 0.050991791092322485, -1.245421397751765, 0.0, -0.3470100555549629, -0.4222163952489897, -1.2985615239076411, -2.9460061488844165, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:43.426, 5.7, 0.050752554215469044, -1.2494348804902309, 0.0, -0.3815610321325087, -0.49398204202306184, -1.3184422658058383, -3.0000907145029014, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:43.538, 5.8, 0.05026245887970166, -1.2525987826707283, 0.0, -0.4134316965486349, -0.5671540796152512, -1.338244271886323, -3.0563250200572774, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:43.633, 5.9, 0.049238469699978776, -1.2556703036542554, 0.0, -0.4548045293470344, -0.653570056864587, -1.3686939450733455, -3.1307815197921385, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:43.727, 6.0, 0.04801048074530234, -1.2586577421557366, 0.0, -0.3889338523428423, -0.5380136377342528, -1.3579681633414045, -3.1011318372212955, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:43.842, 6.1, 0.04797301689831565, -1.2611296660266735, 0.0, -0.3097242750145526, -0.387198743362303, -1.3094153631914986, -2.9987112138733756, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:43.933, 6.2, 0.048268857529417425, -1.2636192063860792, 0.0, -0.29973426170118733, -0.37966294690944613, -1.2858688606998698, -2.972428126654273, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:44.030, 6.3, 0.04781528799098506, -1.26653340142172, 0.0, -0.3047317633666049, -0.3997332197186614, -1.274963730968069, -2.9710409717001687, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:44.142, 6.4, 0.04703072923392111, -1.270342121993184, 0.0, -0.3271589128540353, -0.4445989245435018, -1.2786014175599538, -2.9931894021581096, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:44.236, 6.5, 0.046043598982795315, -1.2734391928454927, 0.0, -0.3593771160275563, -0.5087023666888095, -1.2967502578128474, -3.0385630120354383, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:44.337, 6.6, 0.0447708199530215, -1.2765352218368158, 0.0, -0.39384303290412603, -0.579245983936659, -1.3184422658058383, -3.0903063932090187, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:44.442, 6.7, 0.043298099542770946, -1.2801082729006177, 0.0, -0.42319732465304494, -0.6440417071491851, -1.34542560166661, -3.152235025486445, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:44.536, 6.8, 0.041281297288353405, -1.2851128505961116, 0.0, -0.32467196925638264, -0.4767533761949543, -1.3076080253803866, -3.0740241535828976, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:44.631, 6.9, 0.03896049218418158, -1.2896558692453417, 0.0, -0.25957340321486555, -0.3595117861323396, -1.2494255506763432, -2.9682655067385326, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:44.742, 7.0, 0.036787953280673504, -1.294200256414385, 0.0, -0.25453053844044193, -0.3595117861323396, -1.2255941581731005, -2.9362364318891547, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:44.836, 7.1, 0.03453220584969962, -1.2988965192870436, 0.0, -0.264611187016365, -0.38217614123227595, -1.2237562607070842, -2.934839198402348, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:44.931, 7.2, 0.03170009382067844, -1.3038156377603678, 0.0, -0.2972336364927761, -0.43963368083854304, -1.238440559073633, -2.9654885002800326, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:45.042, 7.3, 0.029128005371198182, -1.3092134135324194, 0.0, -0.33709433589469207, -0.5062519868308955, -1.2622109457707982, -3.0138648278971245, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:45.136, 7.4, 0.02590121347911413, -1.3146991753708515, 0.0, -0.37417732416994065, -0.5768299413673001, -1.289498624924615, -3.0672242069343807, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:45.231, 7.5, 0.021409472138112114, -1.320683229818741, 0.0, -0.42563575435267875, -0.6725724550334582, -1.3238505951595434, -3.136153532127325, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:45.343, 7.6, 0.016657094865711135, -1.3276064872512274, 0.0, -0.3593771160275563, -0.5598848755241113, -1.31122204794467, -3.1065357826270894, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:45.436, 7.7, 0.012304376391867959, -1.3336376402163412, 41.12903225806452, -0.25453053844044193, -0.3670779918636753, -1.2421049051518964, -2.9654885002800326, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:45.533, 7.8, 0.008655042364661992, -1.3392140562297554, 61.749343455619396, -0.2419010798438599, -0.3418126526067198, -1.205340033625602, -2.901187921632009, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:45.642, 7.9, 0.004923899414145972, -1.3444927142062413, 68.62278052147103, -0.25200719748352984, -0.3595117861323396, -1.1961064206597785, -2.875799996846696, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:45.736, 8.0, 0.0013704383991509713, -1.3489847105794268, 72.1220685760876, -0.27969415471349324, -0.40223634868207947, -1.2034946746823447, -2.887099436683884, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:45.832, 8.1, -0.0019971641017260122, -1.3531874483369637, 74.22164140885755, -0.3172037079724661, -0.4693514503427827, -1.2255941581731005, -2.9236472519274495, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:45.942, 8.2, -0.004847651708963197, -1.357138862921126, 75.62135663070417, -0.35690614982950297, -0.5380136377342528, -1.2512540385372772, -2.969653431799492, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:46.037, 8.3, -0.008821882739105691, -1.3603070494398715, 76.62115321773749, -0.4060949380788861, -0.6225362976522315, -1.2840529899699058, -3.0344551109417117, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:46.131, 8.4, -0.013347701238001367, -1.3639799062018514, 77.37100065801246, -0.43294391643329355, -0.6773117918811886, -1.3148334601637899, -3.0957220449705365, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:46.243, 8.5, -0.01684348091925815, -1.3673595950016022, 77.95421533378189, -0.31471180660017994, -0.4594651396576901, -1.265857918944885, -2.9876614856193613, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:46.338, 8.6, -0.019506555551133876, -1.3700767994282492, 78.42078707439744, -0.264611187016365, -0.34940566849266963, -1.2071847117501968, -2.871556114854752, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:46.434, 8.7, -0.021748390981437948, -1.3721289289049081, 78.80252758944651, -0.26712817674985967, -0.34940566849266963, -1.1887072332199469, -2.830345138340436, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:46.543, 8.8, -0.023404926180998053, -1.3737574181750736, 79.12064468532076, -0.2771834843117569, -0.36959751824603915, -1.1868557242189715, -2.8217761559517625, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:46.640, 8.9, -0.024315185211198968, -1.3746624950050939, 79.38982068952204, -0.31221866269412324, -0.4271989566976844, -1.201648634417697, -2.847439172084364, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:46.750, 9.0, -0.025230552258799294, -1.3745820571178138, 79.62054297883742, -0.34948591596702805, -0.49398204202306184, -1.2274313803139263, -2.895557290406333, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:46.890, 9.1, -0.02692425408428202, -1.3745637308072411, 79.82050229624409, -0.3889338523428423, -0.5623091179958442, -1.25673549349884, -2.95297284918944, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:46.938, 9.2, -0.029408056819659713, -1.3746440870959211, 79.99546669897492, -0.4353775986424502, -0.6559493098240674, -1.2913125193758526, -3.0234841794967924, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:47.031, 9.3, -0.031682951615764766, -1.3746641006351628, 80.13512481392782, -0.41098730637528647, -0.6153472238040942, -1.300372134103056, -3.0385630120354383, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:47.143, 9.4, -0.032801072877057726, -1.373850239966625, 80.22800667758514, -0.3022336369094427, -0.3997332197186614, -1.238440559073633, -2.905406737801302, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:47.238, 9.5, -0.032472507574203315, -1.3728781111652888, 80.27422921386108, -0.28471171659969396, -0.3569871710824897, -1.2034946746823447, -2.833198205464925, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:47.331, 9.6, -0.031651401178552856, -1.3712326829978458, 80.27110256618928, -0.29973426170118733, -0.37211577566517473, -1.197954507910536, -2.81319246285649, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:47.424, 9.7, -0.030012279463757455, -1.368067584997975, 80.23226714126754, -0.3271589128540353, -0.41223635201541464, -1.238440559073633, -2.843171139388161, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:47.537, 9.8, -0.028859823891142597, -1.365209570548207, 80.17937694719534, -0.3667826962507754, -0.4792182517686592, -1.2822364595230404, -2.905406737801302, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:47.632, 9.9, -0.028649994940240578, -1.3632549285534497, 80.11910418637274, -0.3987473981820857, -0.5477460009043709, -1.3130280801116785, -2.9640994184541793, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:47.724, 10.0, -0.029671858341710346, -1.361757030827618, 80.06167542940804, -0.4426715459607502, -0.6344951648695836, -1.3436312359556242, -3.0371940866333214, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:47.838, 10.1, -0.030446954118393585, -1.3600038629410183, 79.99569076844178, -0.4620702123886944, -0.679679776770346, -1.3651212403840016, -3.0984276727421856, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:47.934, 10.2, -0.02990669882325383, -1.3579410685626705, 79.88918352008818, -0.35196055100888035, -0.46193855054166866, -1.3130280801116785, -2.9931894021581096, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:48.024, 10.3, -0.02866559915768933, -1.3546098052890754, 79.75689566386852, -0.31471180660017994, -0.3670779918636753, -1.2622109457707982, -2.8856884023863856, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:48.140, 10.4, -0.026562538838012555, -1.3503752963833537, 79.63323149449526, -0.3172037079724661, -0.3670779918636753, -1.2439360716253942, -2.850282504546543, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:48.251, 10.5, -0.02445947851833578, -1.345663100895983, 79.5172989064326, -0.3271589128540353, -0.387198743362303, -1.238440559073633, -2.841747651834062, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:48.325, 10.6, -0.022399679709797053, -1.3409509054086122, 79.39927235325978, -0.35196055100888035, -0.43963368083854304, -1.2512540385372772, -2.870140686678279, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:48.439, 10.7, -0.02119854810590261, -1.3375607364953759, 80.55026146802693, -0.3815610321325087, -0.496438440991652, -1.271323395896451, -2.9152368210125257, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:48.531, 10.8, -0.02061338826974019, -1.3354082524459863, 80.32579275359909, -0.41587489229722285, -0.5671540796152512, -1.2949383353432995, -2.9682655067385326, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:48.624, 10.9, -0.020028228433577766, -1.3331884034489325, 80.10132403917126, -0.4183168947877678, -0.6033424161164032, -1.3202456923357593, -3.022111118936193, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:48.737, 11.0, -0.018906709951046055, -1.3305743233933636, 79.86851272185133, -0.26964390007337213, -0.3519341135528724, -1.2949383353432995, -2.9446116432276295, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:48.833, 11.1, -0.016459462844743512, -1.327432488104733, 79.63570140453139, -0.22416607265094646, -0.23945493270578355, -1.2676804084857483, -2.8658919964353764, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:48.925, 11.2, -0.012936274862959474, -1.3238350672116959, 79.40289008721146, -0.22162735718640336, -0.23945493270578355, -1.2494255506763432, -2.8360496455193944, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:49.039, 11.3, -0.009213922931699647, -1.3200903213400337, 79.15948554955253, -0.22416607265094646, -0.25236482885284417, -1.2439360716253942, -2.830345138340436, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:49.130, 11.4, -0.0060318364935779915, -1.3162542178856789, 78.90548779155462, -0.25453053844044193, -0.30112066809186366, -1.25673549349884, -2.8616396928481036, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:49.224, 11.5, -0.003535728043676419, -1.3127163394277632, 78.65149003355671, -0.3022336369094427, -0.3670779918636753, -1.271323395896451, -2.898373398619329, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:49.337, 11.6, -0.0015330454004703527, -1.3102084517437045, 78.3974922755588, -0.3346123303833135, -0.43963368083854304, -1.300372134103056, -2.9557568136266195, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:49.430, 11.7, 4.6963724273571354E-4, -1.3082862351932218, 78.1434945175609, -0.3296446200889247, -0.44211691903212325, -1.3184422658058383, -2.990426207835228, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:49.524, 11.8, 0.0027765569743219607, -1.3058826942809134, 77.87925085792364, -0.22416607265094646, -0.24203957995899605, -1.265857918944885, -2.8743857697123913, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:49.637, 11.9, 0.005858969327784491, -1.3030288879480652, 77.60476129664704, -0.18594932608810621, -0.16128762939613805, -1.2255941581731005, -2.785913141779396, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:49.730, 12.0, 0.010039449526415807, -1.300341542497948, 77.33027173537045, -0.1833911270044153, -0.15866088912033272, -1.2090287095583, -2.7570363650089873, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:49.824, 12.1, 0.014092402786475737, -1.2973696020554106, 77.05578217409385, -0.19872072511358985, -0.18486639984084974, -1.205340033625602, -2.752690428186053, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:49.937, 12.2, 0.018271334037265063, -1.2944854353934323, 76.7805736021759, -0.23430806395791004, -0.24462289182219665, -1.2237562607070842, -2.7902303099854393, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:50.030, 12.3, 0.02214374239722899, -1.2916895874239502, 76.5034617315107, -0.2746715525834662, -0.3087756836213167, -1.2457665677102727, -2.8374747559751015, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:50.124, 12.4, 0.025732320199877902, -1.2894723724954333, 76.235578179628, -0.29973426170118733, -0.34940566849266963, -1.2640347648681676, -2.8786272516576785, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:50.238, 12.5, 0.028803845893885294, -1.2865364896101035, 75.99105341084304, -0.22416607265094646, -0.19531026786780803, -1.2200784378123144, -2.7787095675611884, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:50.332, 12.6, 0.03252821546534978, -1.283448533366607, 75.77634659560482, -0.19106180097115644, -0.11114205205014072, -1.168302827236293, -2.681166803095003, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:50.424, 12.7, 0.0365743465190301, -1.2808429248285746, 75.58684436761969, -0.19616905371347926, -0.11379386860659935, -1.1459480955124581, -2.639832053367277, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:50.537, 12.8, 0.041513388903167046, -1.2772188560808944, 75.41023799867301, -0.21400346752633492, -0.14287140231465623, -1.1422125704974646, -2.630929973864398, 0, 0, 0, 0, 0, 0
2017/11/24 15:19:50.650, 12.9, 0.046762131470542735, -1.2735475331972446, 75.24281761050644, -0.25705260658975515, -0.21353470876784453, -1.15527471638499, -2.657588804790903, 0, 0, 0, 0, 0, 0
